../dataset/BlUR/improve_test/AA1a8j2K.jpg	17.99683366733467,325.36156844707716,154.99100672090287,-4059644.75,57.800443553774215,133.80916766867068,25121738.0,1279441935.47289,13220930.0,0.2501303870122962,499.0,750.0
../dataset/BlUR/improve_test/AA1g127Z.jpg	40.467864990234375,834.3159991205054,181.63867015726663,-33038672.0,0.0,114.790849609375,260189686.0,12191433029.02601,160660042.0,0.48580075364193664,1280.0,1920.0
../dataset/BlUR/improve_test/AA1g9Quo.jpg	17.181033324375168,212.8869233757965,150.08531585520376,-6524083.0,60.78143196273403,207.87808683448296,32918331.0,1939460974.7195127,17428279.0,0.26833965138689664,549.0,976.0
../dataset/BlUR/improve_test/AA1gA3E7.jpg	12.105472533554725,1117.7387988828,176.22364874628377,-10702370.0,75.12992020663253,115.85955214242885,65859725.0,2062479643.8353565,35501967.0,0.3314574982017702,803.0,1080.0
../dataset/BlUR/improve_test/AA1ga3eG.jpg	24.67070858362944,1425.0594536648068,168.4140070633801,-3331593.0,42.19782341974856,138.8516961710671,31852554.0,851495130.6943197,19490246.0,0.552306641899942,485.0,647.0
../dataset/BlUR/improve_test/AA1ga4OV.jpg	11.006919291584444,164.7087501933296,143.7978548987085,-2493764.75,124.90801338895412,111.34168061349386,19120771.0,907764903.5115906,10622311.0,0.2966314409353008,399.0,602.0
../dataset/BlUR/improve_test/AA1gA9Tc.jpg	9.389220018497586,746.414996401109,171.02817748536467,-11894670.0,94.25519884903915,130.8451926831775,57134363.0,4295651059.724801,27077099.0,0.21745861601080485,740.0,1315.0
../dataset/BlUR/improve_test/AA1gabAA.jpg	9.166358024691357,241.0426874076215,145.41175114761117,-3641232.0,102.59652949245542,166.487914951989,7339616.0,751567941.1180248,4066792.0,0.11647904288358069,405.0,720.0
../dataset/BlUR/improve_test/AA1gaepJ.jpg	48.77254464285714,3295.0897244653816,168.850417677093,-1246886.5,91.85537202380952,139.5740625,12998185.0,592642152.4975892,8182027.0,0.5900236901359472,400.0,336.0
../dataset/BlUR/improve_test/AA1gAfaa.jpg	23.72478948798044,831.4060518686055,160.8216939212858,-3792613.0,108.78648875005659,137.9262840101408,28568915.0,1031447418.72647,16566161.0,0.3348715646095477,796.0,444.0
